2018/1/23 16:31,"24,124.15"
2018/1/23 16:31,"24,124.15"
2018/1/23 16:31,"24,124.15"
2018/1/23 16:31,"24,124.15"
2018/1/23 16:31,"24,124.15"
2018/1/23 16:31,"24,124.15"
2018/1/23 16:31,"24,124.15"
2018/1/23 16:31,"24,124.15"
2018/1/23 16:32,"24,124.15"
2018/1/23 16:32,"24,124.15"
2018/1/23 16:32,"24,124.15"
2018/1/23 16:32,"24,124.15"
2018/1/23 16:32,"24,124.15"
2018/1/23 16:32,"24,124.15"
2018/1/23 16:32,"24,124.15"
2018/1/23 16:32,"24,124.15"
2018/1/23 16:32,"24,124.15"
2018/1/23 16:32,"24,124.15"
2018/1/23 16:32,"24,124.15"
2018/1/23 16:32,"24,124.15"
2018/1/23 16:32,"24,124.15"
2018/1/23 16:32,"24,124.15"
2018/1/23 16:32,"24,124.15"
2018/1/23 16:32,"24,124.15"
